GeneratorName=FCCS 3.0,GeneratorVersion=3.0.0,DateCreated=11/14/2014
fuelbed_number,filename,cover_type,ecoregion,overstory_loading,midstory_loading,understory_loading,snags_c1_foliage_loading,snags_c1wo_foliage_loading,snags_c1_wood_loading,snags_c2_loading,snags_c3_loading,shrubs_primary_loading,shrubs_secondary_loading,shrubs_primary_perc_live,shrubs_secondary_perc_live,nw_primary_loading,nw_secondary_loading,nw_primary_perc_live,nw_secondary_perc_live,w_sound_0_quarter_loading,w_sound_quarter_1_loading,w_sound_1_3_loading,w_sound_3_9_loading,w_sound_9_20_loading,w_sound_gt20_loading,w_rotten_3_9_loading,w_rotten_9_20_loading,w_rotten_gt20_loading,w_stump_sound_loading,w_stump_rotten_loading,w_stump_lightered_loading,litter_depth,litter_loading,lichen_depth,lichen_loading,moss_depth,moss_loading,basal_accum_loading,squirrel_midden_loading,ladderfuels_loading,duff_lower_depth,duff_lower_loading,duff_upper_depth,duff_upper_loading,pile_clean_loading,pile_dirty_loading,pile_vdirty_loading,Total_available_fuel_loading,efg_natural,efg_activity
211,FB_0211_FCCS.xml,10,310.000000,2.371842,3.665574,1.199642,0.000000,0.000000,0.000000,1.860805,0.000000,0.282703,0.000000,90.000000,0.000000,0.100000,0.010000,80.000000,60.000000,0.100000,0.500000,0.900000,0.400000,1.200000,0.000000,0.400000,0.300000,0.000000,0.000000,0.000000,0.000000,0.900000,2.582100,0.000000,0.000000,0.000000,0.000000,0.001737,0.000000,3.000000,0.200000,3.420000,0.300000,2.280000,0.000000,0.000000,0.000000,17.337345,8,8
212,FB_0212_FCCS.xml,10,330.000000,4.916182,0.000000,0.280309,0.000000,0.000000,0.000000,3.451040,4.288274,0.000000,0.000000,0.000000,0.000000,0.050000,0.010000,80.000000,85.000000,1.000000,3.200000,3.000000,40.000000,3.000000,0.000000,1.700000,1.000000,0.000000,0.780875,0.025883,0.000000,0.300000,0.808110,0.100000,0.000250,0.100000,0.010500,0.009827,0.000000,3.000000,1.200000,19.440001,0.300000,2.160000,0.698557,0.000000,0.000000,87.633324,8,8
213,FB_0213_FCCS.xml,1,330.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.200000,0.010000,65.000000,45.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.002500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.212500,13,13
214,FB_0214_FCCS.xml,150,260.000000,2.805134,5.500841,1.056711,0.000000,0.000000,0.000000,68.340302,35.647247,1.255775,0.000000,90.000000,0.000000,0.050000,0.010000,70.000000,75.000000,0.500000,1.500000,1.500000,0.500000,4.000000,21.000002,0.200000,2.000000,4.000000,0.000000,0.000000,0.000000,0.700000,1.995665,0.000000,0.000000,0.100000,0.000150,0.001208,0.000000,0.000000,0.600000,9.720000,0.500000,3.600000,0.056611,0.000000,0.000000,157.376953,8,4
215,FB_0215_FCCS.xml,141,240.000000,4.920494,2.701626,1.803697,0.000000,0.000000,0.000000,0.000000,4.860649,0.622500,0.010950,85.000000,85.000000,0.050000,0.000000,80.000000,0.000000,0.800000,1.100000,0.900000,2.500000,3.100000,14.800001,1.000000,1.000000,2.000000,0.000000,0.000000,0.000000,0.100000,0.231000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,1.386000,0.100000,0.616000,0.000000,0.000000,0.000000,34.977100,8,1
216,FB_0216_FCCS.xml,209,340.000000,11.605365,0.000000,6.829663,0.000000,0.000000,0.000000,0.000000,0.000000,0.713071,0.080200,90.000000,90.000000,0.100000,0.050000,65.000000,65.000000,1.000000,1.100000,1.900000,1.900000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.500000,2.400000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,0.500000,7.200000,1.000000,6.400000,0.000000,0.000000,0.000000,25.843271,7,7
217,FB_0217_FCCS.xml,209,340.000000,8.972651,0.000000,3.226162,0.004995,0.845336,1.942478,0.099517,0.313983,0.547013,0.109364,90.000000,95.000000,0.100000,0.010000,80.000000,75.000000,0.100000,0.200000,1.400000,1.600000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.200000,2.928000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.300000,4.320000,0.400000,2.560000,0.000000,0.000000,0.000000,14.292872,7,7
218,FB_0218_FCCS.xml,209,340.000000,0.392040,0.000000,6.174630,0.000000,0.000000,0.000000,0.000000,0.000000,1.569592,0.072909,90.000000,98.000000,0.100000,0.010000,80.000000,80.000000,0.200000,0.600000,1.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.600000,0.930000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.300000,2.700000,0.300000,1.200000,0.000000,0.000000,0.000000,8.882503,7,7
219,FB_0219_FCCS.xml,118,310.000000,1.380961,8.571302,1.896784,0.000000,0.000000,0.000000,0.565684,0.000000,0.026407,0.000000,90.000000,0.000000,0.100000,0.010000,60.000000,60.000000,0.300000,1.700000,2.500000,2.700000,2.600000,1.500000,1.200000,4.300000,1.800000,0.000000,0.000000,0.000000,0.900000,2.592000,0.100000,0.000050,0.100000,0.000450,0.003673,0.000000,3.000000,1.000000,17.280001,1.000000,7.680000,0.143721,0.000000,0.000000,50.001987,8,1
220,FB_0220_FCCS.xml,118,310.000000,1.141647,6.782815,1.539306,1.288247,0.075210,56.004112,1.724228,4.418867,0.120402,0.000000,90.000000,0.000000,0.100000,0.010000,70.000000,70.000000,0.200000,1.000000,0.800000,2.400000,2.100000,1.200000,1.200000,1.000000,0.800000,0.000000,0.049417,0.000000,0.400000,1.140000,0.000000,0.000000,0.100000,0.000450,0.000000,0.000000,3.000000,0.400000,6.480000,0.200000,1.440000,0.000000,0.000000,0.000000,30.471611,8,1
221,FB_0221_FCCS.xml,1,340.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.200000,0.050000,85.000000,50.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.800000,2.484000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.734000,13,13
222,FB_0222_FCCS.xml,10,310.000000,1.617165,5.304302,0.994952,0.019443,0.086394,2.271738,1.568283,0.000000,0.149815,0.000000,90.000000,0.000000,0.010000,0.010000,60.000000,70.000000,0.100000,0.300000,0.200000,0.500000,1.000000,0.000000,0.300000,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,1.352250,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,0.100000,1.620000,0.100000,0.720000,0.000000,0.000000,0.000000,10.849792,8,8
223,FB_0223_FCCS.xml,118,310.000000,8.435393,0.000000,1.138484,1.920311,8.879798,75.819557,46.078846,0.000000,0.138887,0.021873,60.000000,80.000000,0.100000,0.010000,75.000000,75.000000,0.100000,0.200000,0.700000,0.600000,2.600000,0.000000,1.500000,1.900000,0.000000,0.088825,0.154377,0.000000,0.300000,0.770100,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,0.150000,1.620000,0.050000,0.240000,0.000000,0.000000,0.000000,61.743217,8,1
224,FB_0224_FCCS.xml,124,340.000000,9.126560,10.973690,0.986373,0.000000,5.680418,0.000000,8.168141,0.000000,1.090342,0.021873,90.000000,95.000000,1.000000,0.050000,85.000000,70.000000,0.200000,0.600000,1.800000,5.900000,1.900000,0.000000,2.800000,0.900000,0.000000,0.000000,0.000000,0.000000,0.300000,0.830250,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,0.600000,9.720000,0.300000,2.160000,0.104844,0.000000,0.000000,40.245453,9,9
225,FB_0225_FCCS.xml,124,340.000000,14.109030,0.000000,0.731625,0.000000,7.050912,0.000000,7.371747,0.661619,0.900621,0.000000,70.000000,0.000000,0.500000,0.050000,70.000000,70.000000,0.100000,0.100000,1.600000,6.900000,3.300000,2.100000,1.800000,1.000000,0.000000,0.000000,0.051459,0.000000,0.300000,0.781575,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,0.200000,0.720000,0.200000,0.320000,0.000000,0.000000,0.000000,31.257023,9,9
226,FB_0226_FCCS.xml,119,340.000000,5.091293,7.737955,5.113346,0.097003,15.011856,3.735488,1.545245,0.000000,0.094344,0.000000,95.000000,0.000000,0.050000,0.030000,90.000000,75.000000,0.600000,0.900000,1.200000,7.100000,0.000000,0.000000,1.500000,0.000000,0.000000,0.000000,0.013069,0.000000,0.400000,1.204000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,0.900000,16.200001,0.900000,7.200000,0.256839,0.000000,0.000000,40.990501,8,4
227,FB_0227_FCCS.xml,119,340.000000,3.245111,7.043652,5.160735,0.055084,5.494699,1.749294,8.953075,0.000000,0.109200,0.000000,90.000000,0.000000,0.050000,0.010000,90.000000,85.000000,0.300000,0.400000,1.000000,6.700000,0.000000,0.000000,1.500000,5.900000,0.000000,0.000000,0.000000,0.000000,0.400000,1.204000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,0.900000,15.875999,0.500000,3.920000,0.000000,0.000000,0.000000,48.977364,8,4
228,FB_0228_FCCS.xml,144,340.000000,4.643060,0.000000,0.585284,0.031972,0.000000,1.301376,5.333927,0.575395,2.692229,0.029164,80.000000,90.000000,0.200000,0.010000,95.000000,65.000000,0.100000,0.600000,0.600000,0.800000,0.700000,1.000000,0.100000,0.900000,0.000000,0.000000,0.000000,0.000000,0.500000,0.900000,0.000000,0.000000,0.000000,0.000000,0.013971,0.000000,0.500000,0.300000,3.780000,0.300000,1.680000,0.000000,0.000000,0.000000,20.546658,8,3
229,FB_0229_FCCS.xml,144,310.000000,8.301448,0.000000,0.662707,0.089318,0.000000,5.794217,4.204110,0.000000,0.011529,0.000000,60.000000,0.000000,0.050000,0.000000,50.000000,0.000000,0.200000,1.000000,1.200000,2.300000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.050000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.720000,0.200000,0.640000,0.000000,0.000000,0.000000,11.464957,8,3
230,FB_0230_FCCS.xml,146,340.000000,5.115704,0.000000,0.532047,0.049890,0.000000,33.915131,4.690643,0.000000,0.040570,0.000000,90.000000,0.000000,0.050000,0.010000,80.000000,70.000000,0.200000,0.500000,0.200000,0.500000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.300000,0.270900,0.000000,0.000000,0.000000,0.000000,0.021899,0.000000,0.000000,0.200000,1.080000,0.200000,0.480000,0.000000,0.000000,0.000000,8.593901,5,5
231,FB_0231_FCCS.xml,127,310.000000,2.167655,2.930499,0.849420,0.001821,2.495821,0.488692,1.110867,0.833151,3.045879,0.000000,95.000000,0.000000,0.020000,0.100000,95.000000,90.000000,0.500000,0.500000,2.000000,5.000000,2.000000,0.000000,1.000000,1.000000,0.000000,0.069813,0.000000,0.000000,1.000000,0.921000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.600000,3.240000,0.600000,1.440000,0.000000,0.000000,0.000000,22.782530,5,5
232,FB_0232_FCCS.xml,95,320.000000,0.212355,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.297736,0.000000,95.000000,0.000000,0.500000,0.000000,80.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.220500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.018236,7,7
233,FB_0233_FCCS.xml,7,340.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.562554,0.000000,85.000000,0.000000,0.050000,0.010000,85.000000,85.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.622554,5,5
234,FB_0234_FCCS.xml,7,340.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.691758,0.000000,50.000000,0.000000,0.100000,0.010000,85.000000,85.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.801758,5,5
235,FB_0235_FCCS.xml,1,330.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.000000,0.010000,90.000000,50.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.085100,0.100000,0.001500,0.100000,0.009000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.105600,13,13
236,FB_0236_FCCS.xml,223,310.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.147352,0.000000,85.000000,0.000000,0.050000,0.000000,75.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.197352,7,7
237,FB_0237_FCCS.xml,112,240.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.764650,0.300183,98.000000,90.000000,0.050000,0.010000,95.000000,95.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.150000,0.100000,0.001000,0.100000,0.012000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6.287833,8,1
238,FB_0238_FCCS.xml,112,240.000000,6.397505,2.932459,0.045999,0.000000,0.000000,0.000000,6.671329,9.673428,0.453915,0.000000,90.000000,0.000000,0.100000,0.000000,80.000000,0.000000,0.200000,0.200000,0.400000,0.200000,6.000000,2.500000,0.500000,17.000000,7.000000,0.000000,0.000000,0.000000,0.500000,1.401400,0.200000,0.002000,0.700000,0.315000,0.003056,0.000000,0.040000,1.000000,17.640001,1.000000,7.840000,0.035697,0.000000,0.000000,78.175827,8,1
239,FB_0239_FCCS.xml,136,240.000000,4.254941,5.592842,0.690032,0.000000,132.259003,0.000000,0.000000,1.829664,4.800000,0.000000,95.000000,0.000000,0.020000,0.000000,95.000000,0.000000,0.300000,0.800000,1.200000,1.000000,1.000000,0.000000,8.000000,6.000000,1.000000,1.295668,0.000000,0.000000,0.100000,0.229520,0.100000,0.000500,0.300000,0.013500,0.000000,0.000000,3.000000,0.300000,4.104000,0.100000,0.608000,0.000000,0.000000,0.000000,36.700851,8,1
240,FB_0240_FCCS.xml,293,230.000000,0.081022,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.850000,0.202367,85.000000,85.000000,0.200000,0.000000,85.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,2.023000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,8.275368,11,11
241,FB_0241_FCCS.xml,66,230.000000,2.910897,2.803086,0.051749,0.037285,0.000000,13.007667,0.000000,0.000000,2.708809,0.000000,90.000000,0.000000,0.200000,0.000000,70.000000,0.000000,0.200000,3.500000,6.000000,14.500001,21.500002,0.000000,0.400000,0.600000,0.000000,1.904361,0.003267,0.005105,1.000000,2.605500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,0.300000,5.130000,0.300000,2.280000,0.135572,0.000000,0.000000,66.209892,11,11
242,FB_0242_FCCS.xml,66,230.000000,2.910897,2.803086,0.000000,0.055927,0.000000,15.235006,0.000000,0.000000,1.504894,0.000000,5.000000,0.000000,0.300000,0.000000,15.000000,0.000000,0.020000,1.500000,3.000000,12.000001,18.000000,0.000000,0.400000,0.600000,0.000000,1.904361,0.001838,0.000000,0.100000,0.060000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,1.710000,0.100000,0.760000,0.135572,0.000000,0.000000,41.952587,11,11
243,FB_0243_FCCS.xml,49,210.000000,0.280309,0.000000,1.618268,0.000000,0.000000,0.000000,19.765501,8.683754,0.506960,0.000000,80.000000,0.000000,0.100000,0.000000,85.000000,0.000000,1.500000,0.900000,1.400000,2.100000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.989000,0.500000,0.012500,0.000000,0.000000,0.000000,0.000000,3.000000,0.350000,4.725000,0.350000,2.100000,0.085996,0.000000,0.000000,47.368713,9,9
260,FB_0260_FCCS.xml,0,420.000000,1.649835,0.000000,0.000000,0.000000,1.716810,0.000000,0.073544,0.122573,0.423280,0.000000,95.000000,0.000000,3.000000,3.000000,90.000000,95.000000,0.100000,0.200000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.800000,5.301000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12.220397,8,8
261,FB_0261_FCCS.xml,0,420.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.939310,0.000000,90.000000,0.000000,2.000000,0.000000,80.000000,0.000000,0.100000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.172500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.211810,8,8
262,FB_0262_FCCS.xml,0,420.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.340000,0.000000,95.000000,0.000000,6.000000,0.000000,80.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.000000,4.370000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,10.710000,8,8
263,FB_0263_FCCS.xml,0,420.000000,0.032670,0.000000,0.000000,0.000000,0.095339,0.000000,0.000000,0.000000,1.377000,0.000000,85.000000,0.000000,3.000000,0.000000,90.000000,0.000000,0.100000,0.100000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.500000,2.070000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6.647000,8,8
264,FB_0264_FCCS.xml,47,220.000000,7.906139,1.784599,0.816454,0.000000,1.206895,0.000000,0.312687,0.250149,2.296175,0.448649,85.000000,85.000000,1.000000,0.250000,50.000000,60.000000,0.300000,0.700000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,2.754000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.300000,0.100000,1.260000,0.300000,1.680000,0.000000,0.000000,0.000000,12.551660,9,9
265,FB_0265_FCCS.xml,18,210.000000,6.596073,1.804691,0.698702,0.037161,3.053581,2.017860,1.302563,0.388242,1.344340,0.372998,75.000000,75.000000,1.000000,0.000000,75.000000,0.000000,0.500000,0.600000,1.600000,1.100000,2.000000,4.000000,0.200000,1.000000,1.000000,0.000000,0.000000,0.000000,1.000000,1.833000,0.000000,0.000000,2.000000,0.600000,0.000000,0.024298,0.040000,1.000000,7.200000,1.000000,4.000000,0.053546,0.000000,0.000000,30.171852,10,10
266,FB_0266_FCCS.xml,39,210.000000,11.434501,6.125625,1.939781,0.000000,3.342033,0.000000,2.042035,1.475370,0.600000,0.295418,75.000000,75.000000,0.250000,0.100000,75.000000,75.000000,0.500000,1.000000,1.000000,3.000000,2.000000,0.200000,0.500000,1.000000,0.200000,0.000000,0.103790,0.000000,1.000000,2.790000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,8.100000,0.500000,3.600000,0.233521,0.000000,0.000000,28.990133,9,9
267,FB_0267_FCCS.xml,26,210.000000,10.919948,4.567266,0.652093,0.083195,3.728678,1.905900,1.531526,1.378374,0.226957,0.165162,75.000000,75.000000,0.100000,0.000000,75.000000,0.000000,0.500000,1.000000,1.000000,1.500000,5.000000,0.200000,0.500000,1.000000,0.200000,0.261241,0.020033,0.000000,1.500000,4.171500,0.000000,0.000000,2.000000,0.150000,0.000000,0.000000,0.000000,1.000000,15.300000,0.500000,3.400000,0.468218,0.000000,0.000000,38.156208,9,9
268,FB_0268_FCCS.xml,15,210.000000,10.536893,5.715943,1.172504,0.075995,2.985902,2.186015,1.217181,1.531526,0.348046,0.000000,75.000000,0.000000,0.100000,0.000000,75.000000,0.000000,0.500000,1.000000,1.000000,1.500000,5.000000,0.200000,0.500000,1.000000,0.200000,0.261241,0.020033,0.000000,1.500000,4.171500,0.000000,0.000000,2.000000,0.150000,0.000000,0.000000,0.000000,1.000000,15.300000,0.500000,3.400000,0.468218,0.000000,0.000000,37.943741,10,10
269,FB_0269_FCCS.xml,41,220.000000,22.738319,11.535776,1.796850,0.000000,13.690718,0.000000,12.858108,5.474228,0.893607,0.000000,85.000000,0.000000,0.500000,0.000000,85.000000,0.000000,1.000000,1.000000,2.000000,3.000000,2.000000,0.500000,2.300000,0.500000,0.000000,0.074743,0.153151,0.000000,2.000000,5.580000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,16.200001,1.000000,7.200000,0.233521,0.000000,0.000000,61.467361,9,9
270,FB_0270_FCCS.xml,25,220.000000,4.891924,1.633500,0.672839,0.169917,28.640898,0.888618,7.549150,6.470700,23.782501,0.000000,90.000000,0.000000,0.050000,0.050000,70.000000,60.000000,0.800000,1.400000,1.500000,15.000001,12.000001,0.000000,2.000000,2.000000,0.000000,0.000000,0.000000,0.000000,1.000000,2.448000,0.000000,0.000000,3.000000,1.800000,0.000000,0.000000,0.500000,1.000000,14.400000,1.000000,6.400000,0.440517,0.000000,0.000000,98.760788,10,10
272,FB_0272_FCCS.xml,103,410.000000,2.058210,0.000000,0.000000,0.000000,0.057432,0.000000,0.000000,0.041351,1.500000,1.018625,80.000000,80.000000,0.250000,0.000000,80.000000,0.000000,0.250000,1.000000,4.200000,0.200000,0.000000,0.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.250000,0.387500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,20.000000,396.000031,20.000000,144.000000,0.000000,0.000000,0.000000,552.347534,9,9
273,FB_0273_FCCS.xml,113,310.000000,4.312439,5.453276,0.512919,0.163587,0.000000,7.323053,29.405306,5.853495,0.136741,0.000000,95.000000,0.000000,0.020000,0.050000,95.000000,95.000000,0.250000,1.500000,3.000000,5.000000,4.500000,0.000000,1.000000,1.500000,0.000000,0.041783,0.117620,0.000000,1.000000,1.490000,0.100000,0.000125,0.100000,0.001500,0.000630,0.000000,0.500000,0.800000,11.520000,0.800000,5.120000,0.078119,0.000000,0.000000,71.248901,8,4
274,FB_0274_FCCS.xml,41,220.000000,11.434501,10.333958,4.081136,0.000000,3.033191,0.000000,1.555370,1.496405,0.514268,1.500000,75.000000,75.000000,0.500000,0.250000,80.000000,80.000000,0.300000,0.750000,1.000000,2.000000,2.000000,0.200000,0.500000,1.000000,0.200000,0.000000,0.040067,0.000000,1.000000,2.790000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,0.500000,8.100000,0.500000,3.600000,0.233521,0.000000,0.000000,31.529633,9,9
275,FB_0275_FCCS.xml,34,220.000000,8.494199,3.185325,2.001037,0.000000,6.308340,0.000000,0.733729,2.778801,7.982141,0.000000,80.000000,0.000000,0.050000,0.100000,80.000000,80.000000,0.600000,0.900000,1.500000,0.400000,0.000000,0.000000,0.800000,0.200000,0.000000,0.000000,0.065345,0.000000,1.700000,4.980660,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.450000,6.885000,0.450000,3.060000,0.705965,0.000000,0.000000,31.741642,9,9
276,FB_0276_FCCS.xml,292,230.000000,7.363817,10.291049,1.885712,0.000000,19.850939,0.000000,17.643187,15.437787,1.500000,0.000000,80.000000,0.000000,0.100000,0.010000,80.000000,80.000000,0.500000,0.500000,1.000000,3.000000,1.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.057432,0.043074,2.000000,5.871000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.040000,0.250000,3.375000,0.500000,3.000000,0.095413,0.000000,0.000000,53.672897,9,9
279,FB_0279_FCCS.xml,16,210.000000,3.989007,2.258150,0.000000,0.071462,0.000000,3.326162,3.675663,1.837832,1.090436,1.523526,90.000000,90.000000,0.020000,0.000000,85.000000,0.000000,0.400000,1.000000,2.000000,4.000000,2.000000,0.000000,2.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.913500,0.000000,0.000000,6.000000,8.550000,0.000000,0.000000,0.500000,12.000000,250.800003,12.000000,91.200005,0.017849,0.000000,0.000000,372.600281,8,8
280,FB_0280_FCCS.xml,253,230.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.690638,0.000000,80.000000,0.000000,3.000000,0.500000,90.000000,60.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,2.142000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6.332638,13,13
281,FB_0281_FCCS.xml,76,220.000000,7.644779,0.000000,1.829520,0.007078,2.545794,0.877437,1.654049,0.459458,0.569984,0.298713,90.000000,90.000000,0.010000,0.000000,85.000000,0.000000,0.600000,0.900000,2.300000,3.800000,6.100000,0.000000,1.100000,0.000000,0.000000,0.000000,0.204202,0.000000,2.000000,4.880000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,8.550000,0.500000,3.800000,0.135893,0.000000,0.000000,35.369377,11,11
282,FB_0282_FCCS.xml,70,220.000000,4.829932,3.041577,1.089000,0.015999,0.000000,1.267409,1.225221,1.021018,0.944698,0.000000,90.000000,0.000000,0.020000,0.000000,85.000000,0.000000,0.600000,1.700000,2.000000,3.000000,2.000000,0.000000,0.200000,0.000000,0.000000,0.000000,0.057432,0.057432,2.000000,5.728500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,15.300000,1.000000,6.800000,0.009442,0.000000,0.000000,42.179745,11,11
